"Name","Name_","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","Affinity","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties","Action.Type","Permeable"
"CHEMBL1089025",NA,NA,348.41,0,3.52,"5","CCN(C(=O)c1cnc(-c2ccccc2C)cn1)c1ccc(OC)nc1","Ki","'='",129,"nM",6.89,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL1093365",NA,NA,378.43,0,3.15,"7","COCCN(C(=O)c1cnc(-c2ccccc2C)cn1)c1ccc(OC)nc1","Ki","'='",115,"nM",6.94,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL1092457",NA,NA,403.44,0,3.02,"11","COCCN(C(=O)c1cnc(-c2ccc(C#N)cc2C)cn1)c1ccc(OC)nc1","Ki","'='",433,"nM",6.36,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL1092459",NA,NA,376.46,0,4.22,"14","COc1ccc(N(C(=O)c2cnc(-c3cccc(C)c3C)cn2)C(C)C)cn1","Ki","'='",14,"nM",7.85,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL376685","DESMOPRESSIN",NA,1069.24,NA,NA,"dAVP","N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O","Ki","'='",5,"nM",8.3,NA,NA,"UO_0000065",7.76,NA,NA,NA,0,"CHEMBL762238","Binding affinity against human oxytocin receptor was determined by using plasma membranes from CHO cells stably transfected with VP/OT receptors","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1149164",1,"Scientific Literature","J Med Chem",2004,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL515818",NA,NA,446.53,0,4.25,"18","COc1ccc(N(Cc2ccc(-c3ccccc3C)cn2)S(=O)(=O)c2ccccn2)cn1","Ki","'='",3.981,"nM",8.4,NA,NA,"UO_0000065",18.81,0.36,4.15,9.85,0,"CHEMBL1025689","Binding affinity to human recombinant oxytocin receptor expressed in CHO cells by fluorescence polarization assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL3142790",NA,NA,1378.43,NA,NA,"22","CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)CC1(SCCC(N)=O)CCCCC1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1ccc(N=[N+]=[N-])c(I)c1)C(N)=O)[C@@H](C)O","Ki","'='",0.3,"nM",9.52,NA,NA,"UO_0000065",6.91,NA,NA,NA,0,"CHEMBL753728","Binding affinity towards OT receptor in CHO cells expressing the human OT receptor","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134456",1,"Scientific Literature","J Med Chem",2001,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL428694",NA,NA,503,1,3.69,"4e","CC(=O)NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)N(C)CCc2cccc(Cl)c2)C1=O","Ki","'='",1584.89,"nM",5.8,NA,NA,"UO_0000065",11.53,0.22,2.11,7.07,0,"CHEMBL857864","Inhibition of binding of [3H]oxytocin with human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134064",1,"Scientific Literature","Bioorg Med Chem Lett",2001,NA,NA,NA,FALSE
"CHEMBL287293",NA,NA,389.46,0,3.94,"3i","Cn1ccc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc21","Ki","'='",125.89,"nM",6.9,NA,NA,"UO_0000065",17.72,0.32,2.96,12.6,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL1790717",NA,NA,1339.47,NA,NA,"5","CC[C@@H](C)[C@H]1NC(=O)[C@H](c2ccc(O)cc2)NC(=O)C(O)CSSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CCCCNC(=O)c2ccc3c(c2)C2(OC3=O)c3ccc(O)cc3Oc3cc(O)ccc32)C(=O)NCN)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC1=O","Ki","'='",0.34,"nM",9.47,NA,NA,"UO_0000065",7.07,NA,NA,NA,0,"CHEMBL762237","Binding affinity for human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135468",1,"Scientific Literature","J Med Chem",2002,NA,NA,NA,FALSE
"CHEMBL287042",NA,NA,536.65,1,3.83,"3cg","CS(=O)(=O)N1CCC[C@H]1Cn1ccc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc21","Ki","'='",125.89,"nM",6.9,NA,NA,"UO_0000065",12.86,0.25,3.07,7.49,0,"CHEMBL761410","Compound was tested for its ability to displace [3H]oxytocin from human Oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL4458988",NA,NA,1057.22,NA,NA,"3","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CCSC[C@@H](C(=O)N(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)Cc2ccc(F)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O","Ki","'='",0.9,"nM",9.05,NA,NA,"UO_0000065",8.56,NA,NA,NA,0,"CHEMBL4392280","Displacement of [3H]OT from recombinant human OTR expressed in HEK293 cell membranes measured after 1 hr","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4390679",1,"Scientific Literature","J Med Chem",2019,"CHEMBL3307715",NA,NA,FALSE
"CHEMBL3142789",NA,NA,1364.4,NA,NA,"23","CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CC1(SCCC(N)=O)CCCCC1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1ccc(N=[N+]=[N-])c(I)c1)C(N)=O)[C@@H](C)O","Ki","'='",0.6,"nM",9.22,NA,NA,"UO_0000065",6.76,NA,NA,NA,0,"CHEMBL753728","Binding affinity towards OT receptor in CHO cells expressing the human OT receptor","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134456",1,"Scientific Literature","J Med Chem",2001,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL69201",NA,NA,612.73,2,5.01,"50","COc1cc(OC2CCN(C3CCCc4c3ccc[n+]4[O-])CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",7,"nM",8.15,NA,NA,"UO_0000065",13.31,0.25,3.14,8.28,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL211556",NA,NA,456.49,0,3.25,"21R","CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)O)c1ccc(F)cc1F","Ki","'='",0.631,"nM",9.2,NA,NA,"UO_0000065",20.15,0.38,5.95,10.61,0,"CHEMBL870934","Displacement of [3H]oxytocin from human OTR","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1138900",1,"Scientific Literature","J Med Chem",2006,NA,NA,NA,TRUE
"CHEMBL210029",NA,NA,513.59,1,2.61,"29","CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)CCO)c1ccc(F)cc1F","Ki","'='",0.1259,"nM",9.9,NA,NA,"UO_0000065",19.28,0.37,7.29,11.01,0,"CHEMBL870934","Displacement of [3H]oxytocin from human OTR","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1138900",1,"Scientific Literature","J Med Chem",2006,NA,NA,NA,FALSE
"CHEMBL379192",NA,NA,469.53,0,2.91,"24","CNC(=O)[C@@H](c1ccc(F)cc1F)N1C(=O)[C@@H](C2Cc3ccccc3C2)NC(=O)[C@H]1CC(C)C","Ki","'='",0.3981,"nM",9.4,NA,NA,"UO_0000065",20.02,0.38,6.49,11.97,0,"CHEMBL870934","Displacement of [3H]oxytocin from human OTR","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1138900",1,"Scientific Literature","J Med Chem",2006,NA,NA,NA,FALSE
"CHEMBL2391300",NA,NA,568.81,1,1.78,"1","CN[C@@H](CCS(C)(=O)=O)C(=O)N[C@H]1C[C@H]2CC[C@]1(CS(=O)(=O)N1CCN(c3ccccc3C)CC1)C2(C)C","Ki","'='",5.2,"nM",8.28,NA,NA,"UO_0000065",14.56,0.3,6.5,7.15,0,"CHEMBL2394479","Binding affinity to human OT receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2390856",1,"Scientific Literature","Bioorg Med Chem Lett",2013,NA,NA,NA,FALSE
"CHEMBL308673",NA,NA,632.73,2,5.2,"41","COc1cc(OC2CCN(Cc3c(C)cc(C)[n+]([O-])c3C)CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",1,"nM",9,NA,NA,"UO_0000065",14.22,0.27,3.8,9.14,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL562946",NA,NA,394.82,0,3.88,"4","COc1ccc(-n2c(C)nnc2-c2cnc(Oc3ccccc3Cl)cn2)cn1","Ki","'='",23.6,"nM",7.63,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1059543","Antagonist activity at human cloned oxytocin receptor by cell based beta-lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1152916",1,"Scientific Literature","Bioorg Med Chem Lett",2009,NA,NA,NA,TRUE
"CHEMBL563771",NA,NA,392.39,0,3.68,"10","COc1ccc(-n2c(C)nnc2-c2cnc(Oc3ccc(F)cc3C)cn2)cn1","Ki","'='",9.4,"nM",8.03,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1059543","Antagonist activity at human cloned oxytocin receptor by cell based beta-lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1152916",1,"Scientific Literature","Bioorg Med Chem Lett",2009,NA,NA,NA,TRUE
"CHEMBL550244",NA,NA,388.43,0,3.85,"11","COc1ccc(-n2c(C)nnc2-c2cnc(Oc3c(C)cccc3C)cn2)cn1","Ki","'='",5.9,"nM",8.23,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1059543","Antagonist activity at human cloned oxytocin receptor by cell based beta-lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1152916",1,"Scientific Literature","Bioorg Med Chem Lett",2009,NA,NA,NA,TRUE
"CHEMBL68752",NA,NA,586.69,1,4.44,"32","COc1cc(OC2CCN(Cc3cc(C)c[n+]([O-])c3)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",13,"nM",7.89,NA,NA,"UO_0000065",13.44,0.25,3.45,8.01,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL69539",NA,NA,572.66,1,4.13,"28","COc1cc(OC2CCN(Cc3ccc[n+]([O-])c3)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",11,"nM",7.96,NA,NA,"UO_0000065",13.9,0.26,3.83,8.08,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL26877",NA,NA,410.47,0,3.39,"3","COc1ccc(CC(=O)N2CCC(N3C(=O)OCc4ccccc43)CC2)c(OC)c1","Ki","'='",33,"nM",7.48,NA,NA,"UO_0000065",18.23,0.34,4.09,10.95,0,"CHEMBL761401","Binding affinity for human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1132047",1,"Scientific Literature","Bioorg Med Chem Lett",1999,NA,NA,NA,TRUE
"CHEMBL515384",NA,NA,438.53,0,4,"5","COc1ccc(N(Cc2nc(-c3ccccc3)cs2)S(=O)(=O)c2ccccn2)cn1","Ki","'='",39.81,"nM",7.4,NA,NA,"UO_0000065",16.87,0.34,3.4,8.68,0,"CHEMBL1025689","Binding affinity to human recombinant oxytocin receptor expressed in CHO cells by fluorescence polarization assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL456254",NA,NA,505.6,1,4.87,"16","COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(-c3ccccc3C)cn2)c2ccc(OC)nc2)c1","Ki","'='",1.585,"nM",8.8,NA,NA,"UO_0000065",17.41,0.33,3.93,9.69,0,"CHEMBL1025689","Binding affinity to human recombinant oxytocin receptor expressed in CHO cells by fluorescence polarization assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL456464",NA,NA,505.6,1,4.87,"17","COc1ccc(S(=O)(=O)N(Cc2ccc(-c3ccccc3C)cn2)c2ccc(OC)nc2)c(OC)c1","Ki","'='",2.512,"nM",8.6,NA,NA,"UO_0000065",17.01,0.33,3.73,9.47,0,"CHEMBL1025689","Binding affinity to human recombinant oxytocin receptor expressed in CHO cells by fluorescence polarization assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL458635",NA,NA,475.57,0,4.86,"14","COc1ccc(S(=O)(=O)N(Cc2ccc(-c3ccccc3C)cn2)c2ccc(OC)nc2)cc1","Ki","'='",1.995,"nM",8.7,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1025690","Antagonist activity at human recombinant oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL1093776",NA,NA,336.4,0,3.46,"19","CCN(C(=O)c1cc(-c2ccc(C)cc2)n[nH]1)c1ccc(OC)nc1","Ki","'='",41,"nM",7.39,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL105406",NA,NA,487.56,0,4.99,"17","COc1cc(OC(C)c2cccnc2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",5.4,"nM",8.27,NA,NA,"UO_0000065",16.96,0.31,3.28,10.18,0,"CHEMBL761405","Binding affinity against cloned human oxytocin receptor from human embryonic kidney cells","B","BAO_0000219","cell-based format",NA,NA,NA,"kidney",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1130655",1,"Scientific Literature","Bioorg Med Chem Lett",1998,NA,NA,NA,TRUE
"CHEMBL279230",NA,NA,521.61,1,3.78,"5","COc1cc(OC2CCN(C(C)=O)CC2)ccc1CC(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",9.8,"nM",8.01,NA,NA,"UO_0000065",15.35,0.29,4.23,9.04,0,"CHEMBL761401","Binding affinity for human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1132047",1,"Scientific Literature","Bioorg Med Chem Lett",1999,NA,NA,NA,TRUE
"CHEMBL4129142",NA,NA,1096.34,NA,NA,"dOTmeta","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O","Ki","'='",50,"nM",7.3,NA,NA,"UO_0000065",6.66,NA,NA,NA,0,"CHEMBL4121240","Displacement of [3H]OT from human mammary gland oxytocin receptor expressed in HEK293 cell membrane after 1 hr by scintillation counting method","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4118114",1,"Scientific Literature","Bioorg Med Chem",2018,NA,NA,NA,FALSE
"CHEMBL4128839",NA,NA,1082.32,NA,NA,"dOTpara","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSCc2ccc(cc2)SC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O","Ki","'='",142,"nM",6.85,NA,NA,"UO_0000065",6.33,NA,NA,NA,0,"CHEMBL4121240","Displacement of [3H]OT from human mammary gland oxytocin receptor expressed in HEK293 cell membrane after 1 hr by scintillation counting method","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4118114",1,"Scientific Literature","Bioorg Med Chem",2018,NA,NA,NA,FALSE
"CHEMBL2113216",NA,NA,506.58,1,3.45,"64b","CCCOc1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)Nc3ccccc32)c2ccc(C)cc2)cc1","Ki","'='",21,"nM",7.68,NA,NA,"UO_0000065",15.16,0.29,4.23,6.55,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL2113215",NA,NA,478.53,0,2.67,"64a","COc1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)Nc3ccccc32)c2ccc(C)cc2)cc1","Ki","'='",20,"nM",7.7,NA,NA,"UO_0000065",16.09,0.31,5.03,6.57,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL2113206",NA,NA,498.56,0,3.82,"62a","Cc1ccc(N(CC(=O)N/N=C2\C(=O)Nc3ccccc32)S(=O)(=O)c2cccc3ccccc23)cc1","Ki","'='",174,"nM",6.76,NA,NA,"UO_0000065",13.56,0.26,2.94,6.26,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL200329",NA,NA,467.55,0,3.44,"49b","CCOc1ccc(S(=O)(=O)N(CC(=O)N/N=C/c2ccccc2O)c2ccc(C)cc2)cc1","Ki","'='",60,"nM",7.22,NA,NA,"UO_0000065",15.45,0.3,3.78,6.67,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL198780",NA,NA,488.99,0,4.81,"15","COc1ccc(S(=O)(=O)N(CC(=O)Nc2cccc(Cl)c2C)c2ccc(C)cc2)cc1OC","Ki","'='",620,"nM",6.21,NA,NA,"UO_0000065",12.69,0.26,1.4,7.31,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
